idx	cutoff_idx
801	[9, 10, 18, 14]
802	[41, 5, 57, 26, 39, 27]
803	[24, 5, 41, 42]
804	[44, 46, 10, 51, 54, 53]
805	[59, 56, 5, 35, 46, 17]
806	[18, 27, 24]
807	[5, 12, 9, 27]
808	[61, 26, 56, 31, 21, 30]
809	[9, 20, 34, 21, 24]
810	[13, 37, 6, 46, 3]
811	[18, 20, 35, 43]
812	[26, 28, 47, 14, 43, 59]
813	[33, 35, 56, 57, 34, 39]
814	[58, 63, 26, 54, 21, 19, 17]
815	[53, 43, 22, 48, 4, 6]
816	[18, 26, 22, 28]
817	[37, 8, 43, 12, 6]
818	[6, 10, 35, 40, 41]
819	[54, 45, 17, 6, 41, 2]
820	[5, 34, 33, 47, 50]
821	[9, 29, 3]
822	[41, 43, 42, 35, 10, 37]
823	[54, 52, 22, 42, 24, 57]
824	[4, 6, 33, 7]
825	[12, 3, 20, 21, 17, 40]
826	[57, 14, 58, 15, 55, 9, 45]
827	[14, 29, 16, 15]
828	[46, 18, 48, 53, 17]
829	[25, 5, 28]
830	[7, 3, 9, 29]
831	[27, 3, 9]
832	[8, 9, 28, 5]
833	[14, 44, 13, 45, 21]
834	[37, 36, 35, 15]
835	[49, 19, 84, 58, 66, 83, 35, 28]
836	[10, 33, 2, 38, 37]
837	[23, 52, 24, 15, 35]
838	[52, 53, 60, 31, 16, 32]
839	[23, 21, 19, 62, 17, 10]
840	[2, 3, 25, 48, 64, 16]
841	[19, 31, 29, 40]
842	[57, 6, 55, 5, 56, 25, 60]
843	[55, 13, 14, 12, 15, 7]
844	[19, 20]
845	[26, 10, 27, 12, 9, 25, 7]
846	[17, 22, 18, 52, 24, 40]
847	[19, 33, 9, 29]
848	[3, 22, 33, 13, 42]
849	[8, 39, 43, 7, 38, 26]
850	[11, 10]
851	[7, 11]
852	[40, 36, 39, 6]
853	[1, 3, 32, 2]
854	[17, 15, 14, 36]
855	[12, 47, 46, 13, 19, 48]
856	[14, 12, 18, 51, 21, 7]
857	[41, 42, 9, 10, 37, 65, 43]
858	[57, 17, 18, 58, 59, 43, 2]
859	[13, 19, 26, 6, 7]
860	[28, 30, 24, 16, 52, 33]
861	[14, 17, 16]
862	[25, 3, 35, 5]
863	[39, 21, 26, 2, 34]
864	[46, 47, 21, 20, 22]
865	[9, 1]
866	[9, 37, 39, 11, 4, 45]
867	[29, 35, 8, 14]
868	[42, 7, 29, 43, 8, 9]
869	[6, 4, 29, 26, 19]
870	[15, 14, 16, 10]
871	[29, 43, 30, 28]
872	[58, 14, 25, 56, 23, 59]
873	[18, 20, 21, 41]
874	[22, 37, 35, 33]
875	[11, 33, 34, 3]
876	[10, 9, 34, 36, 41]
877	[26, 59, 25, 34, 22, 2]
878	[2, 1, 3, 30]
879	[11, 12, 19, 3, 44]
880	[43, 61, 52, 38, 36, 45]
881	[18, 47, 17, 48, 13, 46]
882	[16, 27, 51, 58, 8, 43]
883	[4, 38, 48, 22, 17, 23]
884	[19, 12, 8, 7, 17]
885	[30, 40, 34, 32]
886	[11, 10, 16, 48, 70, 53, 33]
887	[5, 11, 31, 44, 30]
888	[27, 10, 9]
889	[15, 6, 5]
890	[2, 1, 37, 6]
891	[3, 7, 2]
892	[55, 52, 13, 12, 45, 17, 16]
893	[26, 24, 4]
894	[41, 16, 12, 36]
895	[35, 37, 40, 32, 2]
896	[31, 7, 42, 28]
897	[63, 66, 64, 27, 69, 26, 61]
898	[44, 29, 57, 35, 17, 63, 24]
899	[58, 52, 59, 57, 46, 42]
900	[63, 18, 19, 53, 55, 16]
901	[16, 12, 47, 17, 3]
902	[30, 31, 32, 29]
903	[39, 40, 42, 15]
904	[8, 42, 40, 7, 14, 9, 39]
905	[58, 64, 21, 44, 70, 15, 17]
906	[40, 66, 1, 12, 26, 54, 69]
907	[1, 2, 34, 53, 51, 37]
908	[25, 4, 5, 47, 38, 53]
909	[46, 13, 42, 48, 26]
910	[4, 28, 3]
911	[56, 11, 60, 15, 61, 54, 62, 52]
912	[12, 14, 34, 32]
913	[20, 37, 7, 12]
914	[37, 8, 34, 9, 40]
915	[36, 5, 15]
916	[37, 4, 38, 20, 5]
917	[48, 47, 55, 20, 22, 54]
918	[39, 11, 40, 12]
919	[49, 50, 28, 43, 41, 17]
920	[73, 33, 50, 15, 34, 55, 52]
921	[29, 10, 11]
922	[10, 24, 22]
923	[40, 3, 9, 4, 38, 2]
924	[62, 67, 29, 59, 24, 21, 47]
925	[35, 32, 38, 43]
926	[30, 28, 11]
927	[5, 41, 33, 42]
928	[39, 14, 37, 26]
929	[15, 7, 14, 12, 8, 45]
930	[51, 54, 46, 16, 27, 25, 64]
931	[63, 31, 42, 24, 2, 37]
932	[38, 35, 39, 17, 48]
933	[25, 4, 3, 17]
934	[32, 31, 33, 9, 34]
935	[4, 5, 21]
936	[39, 84, 34, 78, 45, 73, 11, 30, 40]
937	[47, 46, 49, 20, 19, 56]
938	[3, 5, 22]
939	[1, 26, 6, 31]
940	[8, 28, 15]
941	[23, 4, 5, 2]
942	[50, 3, 7, 49, 6, 8]
943	[19, 11, 54, 13, 21, 47, 7]
944	[7, 18, 34, 15, 42]
945	[40, 37, 39, 36, 8, 6, 5]
946	[43, 5, 27, 40, 2, 38]
947	[19, 23, 20, 13, 24]
948	[44, 42, 49, 43, 48, 46, 65]
949	[12, 13, 31, 32]
950	[54, 20, 53, 21, 40, 61]
951	[11, 10, 5, 15, 18]
952	[32, 12, 9]
953	[11, 23]
954	[25, 47, 5, 22, 3]
955	[13, 31, 24, 22]
956	[15, 16, 9, 46, 47, 20]
957	[6, 15, 5, 7]
958	[4, 12]
959	[44, 40, 43, 25, 38, 42, 45]
960	[11, 22]
961	[27, 47, 49, 50, 15]
962	[37, 28, 9, 21]
963	[15, 29, 12]
964	[56, 24, 15, 17, 25, 76, 66, 18]
965	[27, 13, 25, 2]
966	[47, 52, 45, 44, 37]
967	[21, 48, 46, 4, 19]
968	[41, 10, 16, 44]
969	[16, 7, 19, 51, 17, 15]
970	[52, 23, 4, 49, 51]
971	[25, 4, 14]
972	[45, 17, 12, 46, 44]
973	[60, 22, 49, 39, 8, 4]
974	[49, 10, 43, 48, 44, 50]
975	[12, 31, 2]
976	[44, 8, 41, 46, 27, 16]
977	[19, 24, 25, 44, 39, 17]
978	[41, 36, 1, 44, 42, 14]
979	[7, 8, 33, 32, 46]
980	[13, 29, 6, 34]
981	[11, 32, 6, 3, 23]
982	[4, 5, 28, 52, 49, 13]
983	[21, 20, 57, 56, 60, 47]
984	[73, 75, 26, 61, 24, 68, 34, 47]
985	[60, 53, 17, 48, 55, 39]
986	[29, 1, 28, 30]
987	[41, 17, 51, 44, 43, 11]
988	[10, 9, 11]
989	[6, 11, 13, 4, 12]
990	[21, 20, 40, 49, 26, 43]
991	[14, 5, 4, 3]
992	[55, 60, 75, 10, 74, 31, 27]
993	[56, 1, 18, 44, 43, 42, 28]
994	[19, 21, 27]
995	[54, 21, 31, 56, 60, 28]
996	[15, 46, 37, 30]
997	[36, 44, 19, 45, 37]
998	[15, 39, 16, 14]
999	[11, 9, 17, 18]
1000	[15, 14, 46, 13, 6]
1001	[14, 40, 35, 9, 48]
1002	[35, 32, 34, 12]
1003	[17, 6, 3, 8]
1004	[8, 32, 35, 16]
1005	[22, 57, 59, 56, 24, 23, 5]
1006	[32, 7, 33]
1007	[14, 38, 16, 19]
1008	[13, 9, 15]
1009	[74, 34, 72, 29, 32, 69, 27]
1010	[39, 26, 12, 36]
1011	[4, 37, 36, 6, 9, 3]
1012	[10, 5, 49, 12, 28, 29]
1013	[49, 39, 10, 11, 45]
1014	[23, 22, 10]
1015	[23, 52, 55, 25, 22, 24]
1016	[31, 44, 11, 53, 45]
1017	[9, 20, 81, 79, 18, 11, 61, 21]
1018	[19, 57, 17, 48, 10, 16]
1019	[5, 6, 10, 28]
1020	[43, 5, 13, 6, 25, 51]
1021	[6, 8, 46, 28, 14]
1022	[2, 24, 23, 3]
1023	[36, 8, 56, 6, 38]
1024	[2, 17, 15]
1025	[1, 14, 5, 26, 35]
1026	[14, 15, 45, 46, 57, 18]
1027	[42, 17, 23, 8, 9]
1028	[24, 65, 63, 48, 8, 70, 59]
1029	[36, 5, 35, 6, 8, 39]
1030	[12, 11, 33]
1031	[18, 6, 10, 19]
1032	[18, 35, 12, 37]
1033	[5, 50, 48, 43, 55]
1034	[42, 56, 58, 44, 45, 50]
1035	[16, 26, 19, 12, 11]
1036	[52, 7, 40, 28, 8, 35, 67]
1037	[32, 13, 31]
1038	[12, 11, 21, 35]
1039	[53, 20, 18, 55, 70, 64, 72]
1040	[32, 39, 42, 34]
1041	[17, 49, 15, 18, 11, 8]
1042	[10, 12, 36, 9, 14]
1043	[21, 50, 34, 52, 11]
1044	[37, 21, 53, 44, 13]
1045	[34, 29, 10, 28]
1046	[24, 4, 3]
1047	[6, 7, 27, 5]
1048	[19, 51, 22, 18, 3]
1049	[47, 49, 16, 14, 9, 46]
1050	[2, 26, 42, 50, 51, 16]
1051	[23, 22, 3]
1052	[30, 66, 28, 31, 67, 27, 5]
1053	[56, 55, 4, 10, 52, 24]
1054	[41, 4, 8, 49, 20, 22]
1055	[5, 20, 18, 43, 2]
1056	[54, 68, 48, 18, 52, 7, 66]
1057	[5, 33, 47, 20, 23]
1058	[13, 39, 43, 18, 51]
1059	[53, 17, 19, 5, 41, 15, 4]
1060	[22, 16, 6, 28]
1061	[10, 11, 7, 14]
1062	[25, 20, 7, 24]
1063	[7, 28, 5, 33, 24]
1064	[55, 38, 24, 10, 8, 39]
1065	[22, 52, 53, 36, 11]
1066	[22, 20, 72, 74, 18, 28, 24]
1067	[25, 53, 54, 24, 23]
1068	[6, 36, 5, 35, 33]
1069	[14, 41, 18, 8, 47]
1070	[3, 40, 55, 2, 41, 15]
1071	[6, 3, 7]
1072	[7, 13, 36, 33, 39]
1073	[22, 55, 51, 50, 23, 8]
1074	[13, 37, 11, 35]
1075	[54, 53, 20, 23, 14, 38]
1076	[46, 39, 42, 5, 17]
1077	[39, 16, 33, 31, 8]
1078	[17, 42, 15, 16]
1079	[7, 40, 49, 35, 2, 45]
1080	[30, 9, 31, 10]
1081	[26, 29, 6, 42]
1082	[21, 22, 45, 9, 15, 44]
1083	[33, 30, 38, 46, 45]
1084	[11, 13, 41, 9, 38]
1085	[35, 21, 20, 46]
1086	[33, 9, 32]
1087	[19, 28, 30, 21, 47]
1088	[9, 34, 45, 21, 20]
1089	[38, 36, 5, 33, 7]
1090	[57, 52, 19, 61, 14, 65, 51]
1091	[45, 20, 46, 30, 47]
1092	[40, 11, 39, 43, 36]
1093	[5, 16, 39, 21, 4, 20]
1094	[19, 38, 18, 21]
1095	[42, 41, 22, 18]
1096	[8, 46, 45, 7, 21]
1097	[11, 10, 31]
1098	[37, 28, 14, 16]
1099	[52, 51, 26, 25, 21]
1100	[51, 50, 20, 47, 9, 8]
1101	[55, 14, 42, 44, 25, 26]
1102	[29, 25, 58, 51, 21, 23]
1103	[57, 56, 26, 49, 7, 54]
1104	[11, 53, 54, 55, 13, 12]
1105	[8, 15, 14, 39, 32, 13]
1106	[47, 24, 13, 43, 39]
1107	[26, 61, 55, 20, 10, 56]
1108	[62, 48, 42, 27, 47, 8, 57]
1109	[40, 12, 24, 2, 5]
1110	[45, 19, 44, 52, 10, 12]
1111	[14, 34, 31]
1112	[8, 15, 11, 36]
1113	[15, 14, 13, 37]
1114	[12, 19, 13]
1115	[29, 49, 35, 30, 20]
1116	[47, 12, 48, 44, 45, 13, 38]
1117	[45, 22, 23, 46, 17]
1118	[23, 25, 24, 26]
1119	[32, 3, 31, 4]
1120	[4, 5, 3, 24]
1121	[38, 3, 10, 7, 2]
1122	[25, 3, 4, 26]
1123	[15, 14, 5]
1124	[10, 3, 30, 23, 38]
1125	[25, 59, 23, 26, 13, 66]
1126	[8, 39, 7, 62, 40, 30]
1127	[3, 2, 34, 10]
1128	[58, 19, 59, 20, 23, 51, 62]
1129	[34, 7, 9, 27]
1130	[19, 17, 42, 16, 14]
1131	[13, 44, 14, 45, 53, 6, 5]
1132	[1, 22, 9]
1133	[6, 2, 4]
1134	[1, 58, 2, 36, 56, 52]
1135	[16, 52, 19, 43, 50, 6]
1136	[6, 35, 1, 12, 14, 33]
1137	[24, 23, 6]
1138	[6, 7, 8, 37, 11]
1139	[12, 15, 30]
1140	[24, 5, 4]
1141	[11, 44, 18, 13, 45, 46]
1142	[16, 5, 24, 2]
1143	[31, 19, 56, 27, 18]
1144	[7, 25, 27]
1145	[27, 5, 26, 6]
1146	[24, 23, 58, 5, 57, 26]
1147	[12, 13, 34, 41, 8]
1148	[2, 13, 28, 46, 26]
1149	[30, 35, 31, 36, 12, 58]
1150	[9, 10, 29, 8]
1151	[57, 25, 55, 19, 17, 45]
1152	[15, 35, 13, 14]
1153	[29, 6, 30, 7]
1154	[36, 47, 18, 54, 25]
1155	[32, 3, 9]
1156	[23, 1, 11]
1157	[12, 36, 30, 32]
1158	[11, 48, 2, 3, 8]
1159	[12, 15, 9]
1160	[28, 26, 35, 6]
1161	[47, 48, 46, 13, 14, 35]
1162	[16, 7, 18, 27, 15]
1163	[49, 23, 38, 17, 45]
1164	[12, 10, 29, 14]
1165	[17, 2, 15, 12, 14]
1166	[7, 23, 13, 18, 24]
1167	[5, 3, 7]
1168	[47, 39, 49, 46, 32]
1169	[29, 9, 5]
1170	[18, 17, 6, 10, 44]
1171	[48, 16, 54, 53, 57, 47]
1172	[33, 37, 29, 24]
1173	[9, 17, 21, 13, 45]
1174	[15, 29, 28]
1175	[6, 25, 28, 26]
1176	[18, 40, 17, 39]
1177	[36, 38, 34, 24, 6, 35]
1178	[10, 35, 28, 8, 37]
1179	[20, 9, 19, 43, 42]
1180	[48, 11, 10, 47, 12, 18, 55]
1181	[40, 39, 15, 17]
1182	[27, 4, 35, 6]
1183	[16, 24, 2, 44, 9, 20]
1184	[42, 24, 54, 40, 43, 41, 27]
1185	[14, 42, 3, 40]
1186	[53, 6, 1, 32, 33]
1187	[14, 21, 12]
1188	[54, 80, 55, 16, 53, 61, 12, 10]
1189	[3, 28, 21, 2]
1190	[54, 20, 48, 25, 49, 47]
1191	[11, 33, 14, 32]
1192	[28, 26, 13]
1193	[42, 17, 5, 20, 38]
1194	[3, 7, 8]
1195	[52, 47, 15, 20, 60, 2]
1196	[9, 18, 36, 38, 2]
1197	[13, 8, 15]
1198	[4, 24, 23]
1199	[8, 35, 9, 6, 7]
1200	[60, 32, 5, 23, 48, 12]
1201	[4, 7, 15, 30]
1202	[51, 33, 16, 48, 19]
1203	[2, 8, 20, 33, 3]
1204	[20, 2, 4]
1205	[11, 9, 26, 17]
1206	[13, 47, 20, 23, 55, 8]
1207	[23, 5, 6, 11]
1208	[10, 28, 11, 9, 2, 26]
1209	[10, 4, 5, 41, 3, 40]
1210	[2, 5, 17, 36]
1211	[26, 25, 24, 23, 6]
1212	[4, 11, 32, 17]
1213	[19, 20, 5]
1214	[33, 40, 12, 31, 29]
1215	[10, 37, 12, 7]
1216	[16, 29, 14]
1217	[37, 23, 36, 44, 30, 43]
1218	[43, 52, 25, 3, 41, 40]
1219	[20, 7]
1220	[63, 3, 51, 53, 22, 2, 64]
1221	[59, 43, 15, 45, 55, 57]
1222	[16, 30, 19, 58, 53, 64, 31]
1223	[30, 34, 6]
1224	[9, 38, 16, 43, 18]
1225	[9, 12, 31]
1226	[12, 8, 9, 15, 10, 13]
1227	[17, 13, 36, 18]
1228	[34, 30, 12, 14]
1229	[45, 16, 52, 51, 62, 15]
1230	[10, 6]
1231	[47, 18, 17, 14, 19, 15]
1232	[8, 3, 7, 33]
1233	[16, 6, 51, 29, 17, 3]
1234	[12, 11, 13]
1235	[6, 27, 8]
1236	[67, 69, 51, 33, 13, 49, 56]
1237	[4, 38, 40, 3, 36]
1238	[53, 16, 51, 26, 14]
1239	[54, 57, 17, 33, 43, 27]
1240	[23, 48, 50, 25, 11]
1241	[10, 9, 29, 40, 4]
1242	[29, 30, 28, 38]
1243	[33, 16, 17, 13]
1244	[42, 50, 41, 18, 49, 8]
1245	[55, 21, 50, 42, 28, 43]
1246	[45, 27, 23, 47, 34]
1247	[39, 30, 7, 15, 37]
1248	[35, 27, 10, 36, 41]
1249	[42, 2, 41, 13, 5, 31]
1250	[5, 6, 13, 28, 2]
1251	[30, 28, 4, 11, 27]
1252	[32, 21, 33, 19]
1253	[21, 48, 50, 23, 40]
1254	[34, 36, 66, 77, 26, 75, 72, 27]
1255	[18, 9, 32, 14]
1256	[15, 46, 56, 49, 18, 48]
1257	[18, 23, 48, 21, 51]
1258	[19, 65, 67, 33, 35, 63, 60]
1259	[30, 37, 14, 36]
1260	[39, 46, 19, 6, 42]
1261	[26, 31, 29, 24, 52, 15]
1262	[2, 6, 3]
1263	[3, 35, 51, 13, 59, 68, 29]
1264	[25, 24, 6]
1265	[12, 30, 16, 13]
1266	[33, 71, 16, 30, 67, 59, 36]
1267	[38, 40, 62, 53, 6, 47]
1268	[8, 10, 13, 9]
1269	[6, 5, 20, 8, 49]
1270	[38, 26, 12, 7]
1271	[35, 24, 17, 26]
1272	[37, 3, 1, 8, 4]
1273	[2, 25, 7]
1274	[17, 14, 38, 43, 15]
1275	[5, 6, 29]
1276	[45, 23, 35, 9, 48, 44]
1277	[11, 3]
1278	[40, 44, 16, 45, 54, 13]
1279	[19, 17, 11, 42]
1280	[5, 56, 4, 6, 35, 3]
1281	[3, 24, 45, 23, 61, 60, 21]
1282	[4, 7, 8, 10]
1283	[49, 63, 55, 47, 21, 16]
1284	[14, 6, 7]
1285	[12, 11, 35, 14, 25, 54]
1286	[17, 41, 50, 18, 51, 9]
1287	[20, 49, 41, 4, 33]
1288	[19, 47, 48, 54, 18, 27]
1289	[28, 64, 24, 25, 44, 52, 14]
1290	[46, 5, 13, 9, 3]
1291	[4, 5, 14, 13, 3, 16]
1292	[34, 7, 18, 4, 19]
1293	[30, 31, 32, 25, 59, 60]
1294	[26, 3, 5]
1295	[7, 9, 28, 42, 39, 43]
1296	[25, 26, 27]
1297	[31, 29, 35, 48, 9]
1298	[32, 11, 6]
1299	[40, 45, 17, 7, 11]
1300	[10, 23, 1]
1301	[17, 19, 18, 38]
1302	[27, 53, 51, 5, 26]
1303	[51, 50, 39, 22, 52]
1304	[13, 62, 57, 52, 12, 25]
1305	[12, 11, 41, 33, 24]
1306	[65, 10, 20, 8, 32, 11, 64]
1307	[18, 20, 3]
1308	[20, 18, 22, 24]
1309	[3, 7, 31, 8, 6]
1310	[12, 3, 5, 52, 4]
1311	[5, 4, 23, 3]
1312	[14, 15, 6]
1313	[29, 31, 28, 30]
1314	[37, 18, 49, 9, 48]
1315	[47, 23, 17, 53, 45, 57]
1316	[46, 9, 6, 43, 42]
1317	[28, 16, 29, 21, 17, 57]
1318	[40, 36, 27, 12, 52]
1319	[18, 5, 34]
1320	[46, 20, 2, 28, 43]
1321	[34, 31, 7, 35]
1322	[29, 26, 25]
1323	[19, 20, 18, 21]
1324	[35, 17, 46, 43, 21]
1325	[11, 1, 33, 43, 27]
1326	[9, 32, 42, 10]
1327	[33, 39, 30, 13]
1328	[19, 45, 15, 9, 1]
1329	[42, 18, 19, 17, 46, 23]
1330	[5, 20, 25, 6]
1331	[43, 7, 6, 5, 42, 57, 65]
1332	[60, 28, 59, 61, 27, 23]
1333	[26, 63, 22, 49, 14, 65, 66]
1334	[69, 17, 45, 43, 46, 31, 2]
1335	[31, 8, 9, 5]
1336	[14, 32, 9, 13]
1337	[7, 10, 47, 3, 18, 41]
1338	[9, 22, 26, 2, 3, 11, 48]
1339	[44, 15, 22, 51, 45]
1340	[30, 25, 16]
1341	[8, 12, 20, 13, 2]
1342	[43, 41, 38, 4, 32]
1343	[48, 15, 47, 18, 38]
1344	[47, 46, 51, 17, 21]
1345	[53, 57, 48, 47, 52, 46]
1346	[9, 29, 61, 52, 30, 55]
1347	[17, 8, 15, 28]
1348	[6, 10, 33, 43]
1349	[6, 47, 5, 42, 35, 3]
1350	[29, 5, 27, 12]
1351	[22, 55, 40, 7, 54, 19]
1352	[32, 7, 34, 18, 41]
1353	[16, 21, 14, 4, 53, 49, 71]
1354	[14, 13, 15, 41, 50]
1355	[33, 14, 10]
1356	[37, 14, 33, 42]
1357	[53, 54, 40, 20, 8]
1358	[51, 57, 20, 6, 26, 29, 43]
1359	[21, 19, 61, 63, 25, 60, 67]
1360	[17, 44, 20, 14, 43]
1361	[62, 44, 45, 54, 51, 43]
1362	[24, 19, 48, 56, 25, 29]
1363	[42, 43, 13, 47, 55, 15]
1364	[32, 45, 9, 7, 36]
1365	[43, 29, 40, 14, 15]
1366	[14, 13, 30]
1367	[15, 45, 43, 14, 44]
1368	[4, 23]
1369	[20, 7, 23, 18, 19]
1370	[41, 58, 9, 13, 43, 7]
1371	[37, 15, 12, 41, 34]
1372	[12, 41, 36, 32, 8]
1373	[10, 7, 8, 34]
1374	[18, 59, 69, 61, 64, 20, 19, 24]
1375	[9, 8, 10, 21, 11]
1376	[30, 16, 15, 29]
1377	[33, 3, 11, 41, 55]
1378	[37, 10, 38, 47, 44]
1379	[54, 26, 58, 59, 49, 9]
1380	[48, 51, 21, 54, 50, 56]
1381	[30, 9, 28]
1382	[22, 6, 45, 49, 48, 53, 16]
1383	[43, 44, 23, 27, 22]
1384	[13, 7, 27]
1385	[22, 29, 30]
1386	[9, 3, 8, 10]
1387	[21, 49, 22, 20, 27]
1388	[44, 17, 54, 51, 35]
1389	[8, 32, 43, 6, 16]
1390	[3, 45, 25, 44, 14]
1391	[11, 3, 26, 5]
1392	[10, 2, 36, 14]
1393	[17, 25, 24, 3, 53]
1394	[8, 15, 34]
1395	[9, 26, 10]
1396	[15, 45, 50, 10, 13, 53]
1397	[47, 46, 16, 15, 44]
1398	[43, 57, 11, 42, 21, 10]
1399	[17, 51, 55, 57, 43, 49]
1400	[13, 19, 33, 42, 2]
1401	[40, 16, 46, 47, 17, 8]
1402	[32, 34, 23, 8]
1403	[55, 38, 34, 20, 48]
1404	[27, 28, 11]
1405	[40, 36, 11, 37]
1406	[7, 3, 4, 8]
1407	[7, 27, 38, 30]
1408	[30, 46, 58, 4, 22, 57]
1409	[47, 19, 46, 7, 18]
1410	[39, 38, 43, 49, 8]
1411	[25, 52, 6, 38, 23, 19]
1412	[9, 35, 10, 8]
1413	[14, 19, 34, 8]
1414	[31, 22, 51, 53, 54]
1415	[16, 21, 17, 48, 47]
1416	[4, 24, 25]
1417	[17, 32, 35, 19, 21]
1418	[7, 36, 34, 38, 12]
1419	[44, 22, 54, 11, 36, 28]
1420	[8, 42, 24, 12, 35, 62]
1421	[59, 28, 47, 57, 34, 22]
1422	[21, 39, 11, 54, 17]
1423	[32, 4, 18, 21, 39]
1424	[9, 5, 13, 8]
1425	[47, 21, 23, 18, 49]
1426	[33, 3, 12, 47, 17]
1427	[30, 1, 28]
1428	[5, 11, 1, 26, 2, 47]
1429	[23, 25, 48, 45, 46, 19]
1430	[6, 18, 39, 2]
1431	[6, 37, 53, 39, 21]
1432	[2, 3, 19]
1433	[25, 58, 18, 56, 54, 62, 24]
1434	[19, 24, 34, 27, 45]
1435	[17, 8, 16]
1436	[11, 3, 10, 27]
1437	[2, 32, 3, 6]
1438	[49, 6, 50, 32, 21]
1439	[11, 21]
1440	[12, 7, 9]
1441	[24, 5, 13, 38]
1442	[50, 49, 2, 38, 3, 37]
1443	[8, 28, 32, 3, 34]
1444	[8, 29, 10, 9]
1445	[25, 41, 10, 9]
1446	[5, 16, 6, 26]
1447	[76, 18, 61, 34, 15, 19, 69, 55]
1448	[21, 22, 13, 42]
1449	[22, 10, 36, 47, 34]
1450	[28, 39, 32, 29]
1451	[4, 2, 6, 18]
1452	[18, 56, 51, 55, 13, 17, 57]
1453	[29, 6, 16, 30]
1454	[11, 41, 25, 33]
1455	[46, 47, 34, 53, 20, 41]
1456	[32, 29, 4]
1457	[5, 39, 22, 4, 30, 41]
1458	[55, 20, 32, 52, 8, 15]
1459	[16, 19, 22, 10]
1460	[35, 13, 8, 10]
1461	[10, 22]
1462	[54, 51, 40, 68, 41, 66, 19]
1463	[22, 3, 20, 5]
1464	[24, 46, 47, 25, 19]
1465	[46, 39, 13, 14, 10, 45, 19]
1466	[17, 14, 54, 48, 18]
1467	[34, 28, 33, 15]
1468	[16, 8, 2]
1469	[46, 61, 74, 33, 20, 27, 58, 68]
1470	[23, 52, 10, 7, 41]
1471	[40, 45, 18, 38, 39, 51]
1472	[38, 39, 11, 14]
1473	[8, 24, 9]
1474	[17, 39, 9, 34]
1475	[36, 62, 18, 53, 32, 31]
1476	[23, 15, 21, 24]
1477	[1, 45, 2, 20, 44, 19]
1478	[68, 5, 37, 48, 63, 21, 61]
1479	[30, 8, 15, 7, 31]
1480	[54, 44, 8, 51, 19, 28]
1481	[43, 26, 5, 8, 47]
1482	[10, 38, 29, 30]
1483	[35, 44, 17, 18, 9, 7]
1484	[47, 36, 39, 40, 9]
1485	[62, 29, 42, 46, 61, 28]
1486	[35, 30, 43, 10]
1487	[48, 44, 33, 12, 25]
1488	[56, 18, 20, 58, 41, 21]
1489	[55, 26, 8, 19, 2, 62]
1490	[37, 26, 31, 32]
1491	[57, 56, 27, 20, 26, 52]
1492	[29, 15, 14, 38]
1493	[5, 19, 18, 29]
1494	[5, 28, 3, 16]
1495	[52, 5, 26, 28, 14]
1496	[46, 52, 42, 48, 13, 17]
1497	[68, 51, 67, 71, 30, 33, 29]
1498	[23, 7, 22, 13, 14, 49]
1499	[23, 51, 24, 52, 21]
1500	[12, 14, 4]
1501	[18, 16, 6, 37]
1502	[6, 5]
1503	[11, 7, 33, 42, 18]
1504	[51, 17, 47, 46, 27, 16, 49]
1505	[29, 30, 12]
1506	[39, 28, 1, 35]
1507	[27, 21, 5]
1508	[44, 4, 39, 3, 20]
1509	[35, 5, 48, 45, 12]
1510	[4, 6, 14, 8]
1511	[19, 4, 3]
1512	[7, 9, 6, 30]
1513	[61, 8, 41, 39, 67, 59, 68]
1514	[25, 20, 14]
1515	[5, 11, 23]
1516	[4, 5, 6]
1517	[40, 7, 37, 17]
1518	[47, 42, 48, 45, 44]
1519	[6, 2, 23, 5]
1520	[15, 33, 32, 16]
1521	[46, 45, 44, 55, 47, 54]
1522	[52, 53, 51, 15, 16, 55]
1523	[18, 15, 19, 21]
1524	[3, 25, 29, 38]
1525	[15, 18, 6, 16, 17]
1526	[35, 12, 34, 11]
1527	[2, 31, 5, 34, 4, 39]
1528	[12, 31, 22, 2]
1529	[44, 41, 42, 38, 49]
1530	[5, 8, 38, 36, 7]
1531	[29, 40, 16, 5]
1532	[12, 8, 10, 46, 47]
1533	[29, 17, 12, 30, 8]
1534	[66, 56, 25, 64, 61, 22, 18]
1535	[5, 11, 27]
1536	[5, 2, 28, 3]
1537	[14, 30, 25]
1538	[40, 20, 51, 11, 9]
1539	[33, 47, 56, 3, 29, 35, 34]
1540	[12, 11]
1541	[41, 10, 19, 9, 11]
1542	[43, 37, 6, 15, 10]
1543	[4, 21, 7]
1544	[65, 64, 29, 30, 49, 46, 14]
1545	[53, 65, 17, 63, 14, 44, 58]
1546	[8, 4]
1547	[43, 38, 42, 11, 37, 40]
1548	[55, 19, 53, 51, 48, 8, 54]
1549	[11, 54, 42, 56, 53, 29]
1550	[16, 14, 19, 15]
1551	[6, 18, 15, 40]
1552	[26, 2, 29, 7]
1553	[14, 56, 46, 13, 55, 1, 15]
1554	[32, 42, 31, 41, 20]
1555	[27, 13, 53, 47, 21]
1556	[24, 30, 22, 15]
1557	[16, 9, 15]
1558	[47, 18, 17, 53, 24]
1559	[44, 13, 16, 20, 12]
1560	[52, 16, 17, 53, 23, 10]
1561	[18, 7, 44, 16]
